Nama Sekolah,Alamat,Daerah,Kota,Jenis Sekolah,Tipe Sekolah,Kurikulum,Anggaran SPP (Rp),Biaya Masuk (Rp),Bahasa Pengantar,Akreditasi,Fasilitas,Ekskul,Pendidikan Agama,Prestasi,Transportasi,No Telepon,content,score,Website
SD Bintang Timur 210,Jl. Mawar No.2,Menteng,Jakarta Pusat,SD,Internasional,Cambridge,2450671,8954489,Bahasa Inggris,B,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Katolik,Juara 1 OSN,Antar Jemput Pribadi,022-7654321,"yogyakarta bali tk internasional b ruang musik, ruang seni pencak silat, kir katolik 2450671 8954489",0,www.sdbintangtimur210.sch.id
TK Ceria 150,Jl. Gatot Subroto No.15,Cempaka Putih,Jakarta Pusat,TK,Internasional,IB,2444068,1181918,Bahasa Inggris,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Budha,Olimpiade Matematika,Antar Jemput Pribadi,0361-556677,"jakarta selatan di yogyakarta smp internasional b ruang musik, ruang seni basket, pramuka, musik budha 2444068 1181918",0.047195799,www.tkceria150.sch.id
SMP Pelita Ilmu 109,Jl. Sudirman No.25,Pantai Indah Kapuk,Jakarta Utara,SMP,Internasional,IB,201382,4373525,Mandarin,A,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Kristen,Olimpiade Matematika,Bus Sekolah,031-8765432,"bandung dki jakarta sd internasional a lab komputer, perpustakaan, lapangan futsal, tari, robotik kristen 201382 4373525",0.090774912,www.smppelitailmu109.sch.id
SMA Nusantara 272,Jl. Sudirman No.25,Koja,Jakarta Utara,SMA,Internasional,Cambridge,1702843,3389713,Bahasa Inggris,A,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Katolik,Debat Nasional,Antar Jemput Pribadi,021-1234567,"surabaya jawa barat sma internasional a ruang musik, ruang seni basket, pramuka, musik katolik 1702843 3389713",0.053400734,www.smanusantara272.sch.id
SD Bintang Timur 8,Jl. Mawar No.2,Koja,Jakarta Utara,SD,Nasional,IB,1259533,9022555,Bahasa Indonesia,C,"Kolam Renang, Aula","Basket, Pramuka, Musik",Tidak Ada,Olimpiade Matematika,Bus Sekolah,022-7654321,"surabaya jawa timur smp nasional c kolam renang, aula basket, pramuka, musik tidak ada 1259533 9022555",0.033502786,www.sdbintangtimur8.sch.id
SMA Nusantara 241,Jl. Mawar No.2,Pasar Rebo,Jakarta Timur,SMA,Nasional,Kurikulum Merdeka,1370991,3743792,Bahasa Indonesia,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Budha,Olimpiade Matematika,Tidak Ada,031-8765432,"jakarta selatan bali sd nasional b ruang musik, ruang seni basket, pramuka, musik budha 1370991 3743792",0.048050909,www.smanusantara241.sch.id
TK Ceria 116,Jl. Merdeka No.10,Tambora,Jakarta Barat,TK,Nasional Plus,Cambridge,1272131,4818509,Bahasa Indonesia,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Katolik,Olimpiade Matematika,Bus Sekolah,031-8765432,"jakarta selatan dki jakarta sd nasional plus a kolam renang, aula futsal, tari, robotik katolik 1272131 4818509",0.054780522,www.tkceria116.sch.id
TK Ceria 139,Jl. Gatot Subroto No.15,Koja,Jakarta Utara,TK,Internasional,Cambridge,108540,10612711,Mandarin,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Islam,Lomba Tari Provinsi,Antar Jemput Pribadi,0274-998877,"jakarta selatan jawa barat sma internasional a kolam renang, aula futsal, tari, robotik islam 108540 10612711",0.066147879,www.tkceria139.sch.id
SMA Nusantara 75,Jl. Gatot Subroto No.15,Pasar Rebo,Jakarta Timur,SMA,Nasional,IB,1304082,8454219,Bahasa Indonesia,C,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Katolik,Lomba Tari Provinsi,Tidak Ada,0361-556677,"denpasar di yogyakarta smp nasional c lab komputer, perpustakaan, lapangan basket, pramuka, musik katolik 1304082 8454219",0.084331325,www.smanusantara75.sch.id
SMP Pelita Ilmu 112,Jl. Merdeka No.10,Kemayoran,Jakarta Pusat,SMP,Nasional Plus,Kurikulum 2013,178330,18521648,Mandarin,B,"Kolam Renang, Aula","Pencak Silat, KIR",Budha,Debat Nasional,Tidak Ada,0274-998877,"bandung jawa barat sma nasional plus b kolam renang, aula pencak silat, kir budha 178330 18521648",0.021314797,www.smppelitailmu112.sch.id
SMP Pelita Ilmu 183,Jl. Merdeka No.10,Pulo Gadung,Jakarta Timur,SMP,Nasional,IB,190906,11518462,Jepang,C,"Kolam Renang, Aula","Basket, Pramuka, Musik",Tidak Ada,Juara 1 OSN,Antar Jemput Pribadi,031-8765432,"surabaya dki jakarta smp nasional c kolam renang, aula basket, pramuka, musik tidak ada 190906 11518462",0.074437166,www.smppelitailmu183.sch.id
SMA Nusantara 192,Jl. Gatot Subroto No.15,Cilincing,Jakarta Utara,SMA,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,A,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Olimpiade Matematika,Antar Jemput Pribadi,0361-556677,"denpasar bali sma negeri a kolam renang, aula basket, pramuka, musik islam 2575473 8742997",0.086383425,www.smanusantara192.sch.id
SMP Pelita Ilmu 193,Jl. Gatot Subroto No.15,Pesanggrahan,Jakarta Selatan,SMP,Internasional,IB,653773,16555049,Bahasa Inggris,A,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Katolik,Lomba Tari Provinsi,Antar Jemput Pribadi,031-8765432,"jakarta selatan jawa timur sd internasional a lab komputer, perpustakaan, lapangan basket, pramuka, musik katolik 653773 16555049",0.098405686,www.smppelitailmu193.sch.id
SMP Pelita Ilmu 279,Jl. Merdeka No.10,Tanjung Priok,Jakarta Utara,SMP,Internasional,Cambridge,678608,12744654,Mandarin,C,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Katolik,Olimpiade Matematika,Tidak Ada,021-1234567,"surabaya di yogyakarta sma internasional c lab komputer, perpustakaan, lapangan basket, pramuka, musik katolik 678608 12744654",0.105198969,www.smppelitailmu279.sch.id
SMP Pelita Ilmu 117,Jl. Mawar No.2,Sawah Besar,Jakarta Pusat,SMP,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,B,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Islam,Debat Nasional,Bus Sekolah,0274-998877,"bandung di yogyakarta tk negeri b ruang musik, ruang seni futsal, tari, robotik tidak ada 1181427 2721859",0,www.smppelitailmu117.sch.id
SD Bintang Timur 232,Jl. Mawar No.2,Kramat Jati,Jakarta Timur,SD,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,C,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Debat Nasional,Bus Sekolah,031-8765432,"bandung jawa barat sma negeri c kolam renang, aula basket, pramuka, musik islam 632195 13620659",0.085397123,www.sdbintangtimur232.sch.id
SMA Nusantara 43,Jl. Raya Ujung,Duren Sawit,Jakarta Timur,SMA,Internasional,Cambridge,255182,6956414,Bahasa Inggris,B,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Kristen,Debat Nasional,Tidak Ada,0274-998877,"bandung jawa barat tk internasional b lab komputer, perpustakaan, lapangan pencak silat, kir kristen 255182 6956414",0.049959877,www.smanusantara43.sch.id
SD Bintang Timur 57,Jl. Sudirman No.25,Taman Sari,Jakarta Barat,SD,Nasional Plus,Kurikulum 2013,2001704,8434018,Bahasa Indonesia,A,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Juara 1 OSN,Antar Jemput Pribadi,0274-998877,"jakarta selatan dki jakarta tk nasional plus a ruang musik, ruang seni basket, pramuka, musik islam 2001704 8434018",0.111746616,www.sdbintangtimur57.sch.id
SMA Nusantara 251,Jl. Raya Ujung,Cilincing,Jakarta Utara,SMA,Internasional,IB,471933,16831753,Bahasa Inggris,C,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Kristen,Juara 1 OSN,Tidak Ada,031-8765432,"yogyakarta dki jakarta tk internasional c lab komputer, perpustakaan, lapangan pencak silat, kir kristen 471933 16831753",0.091391913,www.smanusantara251.sch.id
TK Ceria 220,Jl. Gatot Subroto No.15,Cempaka Putih,Jakarta Pusat,TK,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Islam,Lomba Tari Provinsi,Bus Sekolah,0274-998877,"yogyakarta jawa barat tk negeri b lab komputer, perpustakaan, lapangan pencak silat, kir budha 728179 17892632",0.050347271,www.tkceria220.sch.id
SD Bintang Timur 112,Jl. Raya Ujung,Tanah Abang,Jakarta Pusat,SD,Internasional,Cambridge,2493081,3969575,Bahasa Inggris,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Katolik,Debat Nasional,Tidak Ada,021-1234567,"yogyakarta di yogyakarta tk internasional a kolam renang, aula futsal, tari, robotik katolik 2493081 3969575",0,www.sdbintangtimur112.sch.id
TK Ceria 288,Jl. Gatot Subroto No.15,Cengkareng,Jakarta Barat,TK,Nasional,Cambridge,2605221,11041062,Bahasa Inggris,A,"Kolam Renang, Aula","Basket, Pramuka, Musik",Hindu,Juara 1 OSN,Bus Sekolah,021-1234567,"jakarta selatan jawa barat smp nasional a kolam renang, aula basket, pramuka, musik hindu 2605221 11041062",0.049572672,www.tkceria288.sch.id
SMP Pelita Ilmu 1,Jl. Raya Ujung,Cengkareng,Jakarta Barat,SMP,Nasional,Cambridge,2900433,8808311,Bahasa Inggris,B,"Kolam Renang, Aula","Pencak Silat, KIR",Islam,Lomba Tari Provinsi,Bus Sekolah,0274-998877,"yogyakarta di yogyakarta smp nasional b kolam renang, aula pencak silat, kir islam 2900433 8808311",0.029344072,www.smppelitailmu1.sch.id
Sekolah Harapan Bangsa 176,Jl. Mawar No.2,Pesanggrahan,Jakarta Selatan,SD,Nasional,IB,1639771,18221169,Jepang,A,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Islam,Olimpiade Matematika,Tidak Ada,022-7654321,"jakarta selatan bali tk nasional a lab komputer, perpustakaan, lapangan basket, pramuka, musik islam 1639771 18221169",0.129646638,www.sekolahharapanbangsa176.sch.id
SMP Pelita Ilmu 67,Jl. Raya Ujung,Mampang Prapatan,Jakarta Selatan,SMP,Nasional,Cambridge,1703066,19134553,Bahasa Indonesia,C,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Tidak Ada,Lomba Tari Provinsi,Bus Sekolah,022-7654321,"yogyakarta jawa barat sma nasional c lab komputer, perpustakaan, lapangan futsal, tari, robotik tidak ada 1703066 19134553",0.070793663,www.smppelitailmu67.sch.id
TK Ceria 119,Jl. Sudirman No.25,Koja,Jakarta Utara,TK,Nasional Plus,Cambridge,1409838,12934294,Mandarin,C,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Islam,Debat Nasional,Tidak Ada,022-7654321,"yogyakarta dki jakarta smp nasional plus c lab komputer, perpustakaan, lapangan basket, pramuka, musik islam 1409838 12934294",0.154064338,www.tkceria119.sch.id
SD Bintang Timur 141,Jl. Gatot Subroto No.15,Pulo Gadung,Jakarta Timur,SD,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Juara 1 OSN,Antar Jemput Pribadi,031-8765432,"surabaya jawa timur tk negeri b ruang musik, ruang seni basket, pramuka, musik tidak ada 243095 8178034",0.03194252,www.sdbintangtimur141.sch.id
TK Ceria 181,Jl. Raya Ujung,Kebayoran Baru,Jakarta Selatan,TK,Internasional,IB,1532350,13742684,Bahasa Inggris,C,"Kolam Renang, Aula","Futsal, Tari, Robotik",Budha,Olimpiade Matematika,Bus Sekolah,021-1234567,"jakarta selatan bali sd internasional c kolam renang, aula futsal, tari, robotik budha 1532350 13742684",0.015706279,www.tkceria181.sch.id
SD Bintang Timur 230,Jl. Gatot Subroto No.15,Cakung,Jakarta Timur,SD,Nasional Plus,Kurikulum Merdeka,2565626,13779800,Mandarin,B,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Islam,Juara 1 OSN,Bus Sekolah,022-7654321,"jakarta selatan di yogyakarta tk nasional plus b lab komputer, perpustakaan, lapangan futsal, tari, robotik islam 2565626 13779800",0.09281707,www.sdbintangtimur230.sch.id
SMA Nusantara 6,Jl. Mawar No.2,Kemayoran,Jakarta Pusat,SMA,Nasional,Kurikulum 2013,1220506,15471377,Bahasa Indonesia,C,"Kolam Renang, Aula","Basket, Pramuka, Musik",Hindu,Olimpiade Matematika,Bus Sekolah,021-1234567,"surabaya bali smp nasional c kolam renang, aula basket, pramuka, musik hindu 1220506 15471377",0.034631913,www.smanusantara6.sch.id
SMA Nusantara 78,Jl. Merdeka No.10,Cilincing,Jakarta Utara,SMA,Internasional,Cambridge,1325146,1800133,Bahasa Inggris,A,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Kristen,Lomba Tari Provinsi,Antar Jemput Pribadi,021-1234567,"yogyakarta jawa barat sd internasional a ruang musik, ruang seni pencak silat, kir kristen 1325146 1800133",0,www.smanusantara78.sch.id
SMP Pelita Ilmu 17,Jl. Merdeka No.10,Tambora,Jakarta Barat,SMP,Nasional,Kurikulum Merdeka,1559211,18919503,Bahasa Indonesia,C,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Budha,Debat Nasional,Antar Jemput Pribadi,021-1234567,"surabaya jawa timur tk nasional c ruang musik, ruang seni basket, pramuka, musik budha 1559211 18919503",0.032776771,www.smppelitailmu17.sch.id
SD Bintang Timur 218,Jl. Gatot Subroto No.15,Tebet,Jakarta Selatan,SD,Nasional Plus,Kurikulum Merdeka,942483,8498816,Bahasa Inggris,A,"Kolam Renang, Aula","Futsal, Tari, Robotik",Tidak Ada,Debat Nasional,Tidak Ada,0361-556677,"denpasar jawa barat sd nasional plus a kolam renang, aula futsal, tari, robotik tidak ada 942483 8498816",0,www.sdbintangtimur218.sch.id
SMP Pelita Ilmu 14,Jl. Sudirman No.25,Matraman,Jakarta Timur,SMP,Internasional,IB,2894532,18622741,Bahasa Inggris,C,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Tidak Ada,Juara 1 OSN,Tidak Ada,031-8765432,"bandung bali sma internasional c ruang musik, ruang seni futsal, tari, robotik tidak ada 2894532 18622741",0.020664257,www.smppelitailmu14.sch.id
SMA Nusantara 205,Jl. Sudirman No.25,Cilincing,Jakarta Utara,SMA,Nasional Plus,Kurikulum 2013,442456,11536066,Jepang,C,"Kolam Renang, Aula","Futsal, Tari, Robotik",Budha,Debat Nasional,Tidak Ada,021-1234567,"bandung jawa timur tk nasional plus c kolam renang, aula futsal, tari, robotik budha 442456 11536066",0,www.smanusantara205.sch.id
TK Ceria 294,Jl. Raya Ujung,Kemayoran,Jakarta Pusat,TK,Nasional,Cambridge,1564505,15530825,Mandarin,B,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Hindu,Juara 1 OSN,Antar Jemput Pribadi,021-1234567,"jakarta selatan bali sma nasional b ruang musik, ruang seni pencak silat, kir hindu 1564505 15530825",0.036324858,www.tkceria294.sch.id
SD Bintang Timur 203,Jl. Merdeka No.10,Cakung,Jakarta Timur,SD,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Kolam Renang, Aula","Basket, Pramuka, Musik",Islam,Lomba Tari Provinsi,Antar Jemput Pribadi,0274-998877,"jakarta selatan dki jakarta tk negeri b kolam renang, aula basket, pramuka, musik islam 261955 14762046",0.117112769,www.sdbintangtimur203.sch.id
SD Bintang Timur 262,Jl. Raya Ujung,Kebayoran Lama,Jakarta Selatan,SD,Internasional,Cambridge,2758651,10571864,Mandarin,B,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Budha,Olimpiade Matematika,Bus Sekolah,022-7654321,"bandung bali sd internasional b ruang musik, ruang seni pencak silat, kir budha 2758651 10571864",0,www.sdbintangtimur262.sch.id
TK Ceria 80,Jl. Sudirman No.25,Sawah Besar,Jakarta Pusat,TK,Nasional,Cambridge,1158677,4318308,Bahasa Indonesia,A,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Hindu,Juara 1 OSN,Bus Sekolah,021-1234567,"jakarta selatan di yogyakarta sma nasional a lab komputer, perpustakaan, lapangan basket, pramuka, musik hindu 1158677 4318308",0.120118334,www.tkceria80.sch.id
TK Ceria 177,Jl. Sudirman No.25,Cakung,Jakarta Timur,TK,Internasional,IB,2968758,11058875,Bahasa Inggris,B,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Hindu,Lomba Tari Provinsi,Bus Sekolah,022-7654321,"surabaya jawa timur tk internasional b lab komputer, perpustakaan, lapangan pencak silat, kir hindu 2968758 11058875",0.049941861,www.tkceria177.sch.id
TK Ceria 115,Jl. Sudirman No.25,Koja,Jakarta Utara,TK,Nasional Plus,Kurikulum Merdeka,854912,1421500,Bahasa Indonesia,A,"Lab Komputer, Perpustakaan, Lapangan","Pencak Silat, KIR",Islam,Debat Nasional,Tidak Ada,0274-998877,"jakarta selatan jawa timur smp nasional plus a lab komputer, perpustakaan, lapangan pencak silat, kir islam 854912 1421500",0.092912017,www.tkceria115.sch.id
SMA Nusantara 265,Jl. Mawar No.2,Cipayung,Jakarta Timur,SMA,Nasional Plus,Kurikulum 2013,722881,695860,Bahasa Inggris,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Tidak Ada,Juara 1 OSN,Bus Sekolah,031-8765432,"jakarta selatan jawa barat sd nasional plus b ruang musik, ruang seni basket, pramuka, musik tidak ada 722881 695860",0.046066772,www.smanusantara265.sch.id
SD Bintang Timur 222,Jl. Raya Ujung,Tambora,Jakarta Barat,SD,Nasional,Cambridge,172876,18127293,Bahasa Indonesia,C,"Ruang Musik, Ruang Seni","Pencak Silat, KIR",Kristen,Lomba Tari Provinsi,Bus Sekolah,0274-998877,"surabaya di yogyakarta sma nasional c ruang musik, ruang seni pencak silat, kir kristen 172876 18127293",0.020965391,www.sdbintangtimur222.sch.id
SMA Nusantara 77,Jl. Raya Ujung,Pantai Indah Kapuk,Jakarta Utara,SMA,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,C,"Ruang Musik, Ruang Seni","Futsal, Tari, Robotik",Islam,Lomba Tari Provinsi,Tidak Ada,0361-556677,"bandung dki jakarta tk negeri c ruang musik, ruang seni futsal, tari, robotik kristen 118592 17717346",0.040002049,www.smanusantara77.sch.id
TK Ceria 163,Jl. Mawar No.2,Pasar Rebo,Jakarta Timur,TK,Nasional,Kurikulum 2013,1512293,7972740,Jepang,A,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Kristen,Debat Nasional,Antar Jemput Pribadi,022-7654321,"surabaya jawa timur tk nasional a lab komputer, perpustakaan, lapangan basket, pramuka, musik kristen 1512293 7972740",0.084255482,www.tkceria163.sch.id
SMA Nusantara 27,Jl. Mawar No.2,Cipayung,Jakarta Timur,SMA,Internasional,IB,523019,6284758,Bahasa Inggris,C,"Lab Komputer, Perpustakaan, Lapangan","Futsal, Tari, Robotik",Budha,Olimpiade Matematika,Bus Sekolah,021-1234567,"bandung jawa barat sd internasional c lab komputer, perpustakaan, lapangan futsal, tari, robotik budha 523019 6284758",0.050047663,www.smanusantara27.sch.id
SMA Nusantara 81,Jl. Sudirman No.25,Pancoran,Jakarta Selatan,SMA,Nasional,Kurikulum 2013,1879951,15967217,Bahasa Inggris,C,"Kolam Renang, Aula","Basket, Pramuka, Musik",Katolik,Debat Nasional,Bus Sekolah,022-7654321,"bandung bali sma nasional c kolam renang, aula basket, pramuka, musik katolik 1879951 15967217",0.0566189,www.smanusantara81.sch.id
Sekolah Harapan Bangsa 110,Jl. Mawar No.2,Cilincing,Jakarta Utara,SMP,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,B,"Kolam Renang, Aula","Pencak Silat, KIR",Islam,Debat Nasional,Antar Jemput Pribadi,022-7654321,"yogyakarta dki jakarta smp negeri b kolam renang, aula pencak silat, kir islam 344475 12557342",0.071394587,www.sekolahharapanbangsa110.sch.id
SD Bintang Timur 263,Jl. Raya Ujung,Cilincing,Jakarta Utara,SD,Internasional,IB,685422,2283877,Bahasa Inggris,C,"Kolam Renang, Aula","Futsal, Tari, Robotik",Tidak Ada,Juara 1 OSN,Antar Jemput Pribadi,0274-998877,"yogyakarta jawa timur smp internasional c kolam renang, aula futsal, tari, robotik tidak ada 685422 2283877",0,www.sdbintangtimur263.sch.id
SMP Pelita Ilmu 58,Jl. Merdeka No.10,Menteng,Jakarta Pusat,SMP,Nasional,Kurikulum Merdeka,542908,5507451,Bahasa Inggris,C,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Hindu,Lomba Tari Provinsi,Bus Sekolah,031-8765432,"yogyakarta jawa timur sma nasional c ruang musik, ruang seni basket, pramuka, musik hindu 542908 5507451",0.053962645,www.smppelitailmu58.sch.id
Sekolah Harapan Bangsa 23,Jl. Mawar No.2,Koja,Jakarta Utara,SMA,Negeri,Kurikulum Merdeka,0,0,Bahasa Indonesia,C,"Kolam Renang, Aula","Pencak Silat, KIR",Islam,Lomba Tari Provinsi,Tidak Ada,0361-556677,"denpasar jawa barat sd negeri c kolam renang, aula pencak silat, kir hindu 2149251 18964689",0,www.sekolahharapanbangsa23.sch.id
SD Bintang Timur 187,Jl. Merdeka No.10,Pasar Rebo,Jakarta Timur,SD,Internasional,Cambridge,2741887,19136832,Bahasa Inggris,A,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Budha,Lomba Tari Provinsi,Tidak Ada,0361-556677,"bandung dki jakarta sma internasional a ruang musik, ruang seni basket, pramuka, musik budha 2741887 19136832",0.093109996,www.sdbintangtimur187.sch.id
SMA Nusantara 173,Jl. Sudirman No.25,Matraman,Jakarta Timur,SMA,Negeri,Kurikulum 2013,0,0,Bahasa Indonesia,A,"Kolam Renang, Aula","Pencak Silat, KIR",Islam,Debat Nasional,Bus Sekolah,0274-998877,"jakarta selatan di yogyakarta sd negeri a kolam renang, aula pencak silat, kir kristen 1518417 10636534",0.015495777,www.smanusantara173.sch.id
Sekolah Harapan Bangsa 172,Jl. Raya Ujung,Taman Sari,Jakarta Barat,SMP,Nasional Plus,Kurikulum 2013,1244887,12645759,Bahasa Inggris,B,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Islam,Debat Nasional,Tidak Ada,0274-998877,"jakarta selatan dki jakarta smp nasional plus b ruang musik, ruang seni basket, pramuka, musik islam 1244887 12645759",0.111780038,www.sekolahharapanbangsa172.sch.id
TK Ceria 4,Jl. Raya Ujung,Tambora,Jakarta Barat,TK,Nasional,Kurikulum 2013,1869871,1133832,Bahasa Inggris,B,"Kolam Renang, Aula","Pencak Silat, KIR",Tidak Ada,Juara 1 OSN,Antar Jemput Pribadi,0274-998877,"bandung di yogyakarta sma nasional b kolam renang, aula pencak silat, kir tidak ada 1869871 1133832",0.021149723,www.tkceria4.sch.id
SMP Pelita Ilmu 171,Jl. Sudirman No.25,Kembangan,Jakarta Barat,SMP,Internasional,IB,962888,17841002,Bahasa Inggris,C,"Ruang Musik, Ruang Seni","Basket, Pramuka, Musik",Kristen,Olimpiade Matematika,Antar Jemput Pribadi,031-8765432,"jakarta selatan bali sma internasional c ruang musik, ruang seni basket, pramuka, musik kristen 962888 17841002",0.068415109,www.smppelitailmu171.sch.id
SMA Nusantara 263,Jl. Merdeka No.10,Menteng,Jakarta Pusat,SMA,Internasional,Cambridge,2892100,3036741,Mandarin,A,"Lab Komputer, Perpustakaan, Lapangan","Basket, Pramuka, Musik",Hindu,Debat Nasional,Bus Sekolah,021-1234567,"denpasar jawa barat tk internasional a lab komputer, perpustakaan, lapangan basket, pramuka, musik hindu 2892100 3036741",0.08392977,www.smanusantara263.sch.id
